Year,Artist
2017,The Pretenders
2017,Tinariwen
2017,Obongjayar
2017,Jockstrap
2017,Flohio
2017,James Ellis Ford
2017,Max Richter
2017,alt-J
2017,Thundercat
2017,Alison Goldfrapp
2017,Viagra Boys
2017,Weyes Blood
2017,Charlotte Adigery&Bolis Pupul
2017,Gwenno
2017,John Francis Flynn
2017,Dua Lipa
2017,LCD Soundsystem
2017,PJ Harvey
2017,Paul Heaton
2017,Seventeen
2017,Olivia Dean
2017,Squeeze
2017,Coldplay
2017,Little Simz
2017,Michael Kiwanuka
2017,Keane
2017,Cyndi Lauper
2017,Ayra Starr
2017,Femi Kuti
2017,SZA
2017,Burna Boy
2017,Janelle Monae
2017,Shania Twain
2017,Paloma Faith
2017,Seasick Steve
2017,Interlinked byBirmingham Royal Ballet
2017,Idles
2017,D-Block Europe
2017,Anne Marie
2017,Bombay Bicycle Club
2017,Confidence Man
2017,Headie One
2017,The Snuts
2017,Annie Mac
2017,Disclosure
2017,The Streets
2017,Camilla Cabello
2017,Bloc Party
2017,The Last Dinner Party
2017,Tems
2017,The Staves
2017,Jamie Webster
2017,The National
2017,Two Door Cinema Club
2017,Avril Lavigne
2017,Nothing But Thieves
2017,James
2017,Soft Play
2017,Rachel Chinouriri
2017,The Zutons
2017,Jungle
2017,Heilung
2017,Danny Brown
2017,Sugababes
2017,Noname
2017,Squid
2017,Asha Puthli
2017,Sofia Kourtesis
2017,Jessie Ware
2017,Masego
2017,Black Pumas
2017,Nitin Sawhney
2017,Corrine Bailey Rae
2017,Alogte Oho & His Sounds of Joy
2017,The Skatalites
2017,47SOUL
2017,Justice
2017,Nia Archives
2017,Brittany Howard
2017,Jordan Rakei
2017,Steel Pulse
2017,Balming Tiger
2017,Jalen Ngonda
2017,Matthew Halsall
2017,Jamie XX
2017,Sampha
2017,Declan McKenna
2017,Arlo Parks
2017,The Vaccines
2017,Kenya Grace
2017,Remi Wolf
2017,Lambrini Girls
2017,Voice of Braceprot
2017,Gossip
2017,Sleaford Mods
2017,Yard Act
2017,Kasabian(billed as TBA)
2017,Fat White Family
2017,Soccer Mommy
2017,Mannequin Pussy
2017,High Vis
2017,Kneecap
2017,James Blake
2017,Romy
2017,Kim Gordon
2017,Alvvays
2017,Blondshell
2017,NewDad
2017,The K's
2017,Jayhadadream (ETC Competition Winner)
2017,Fontaines D.C.
2017,King Krule
2017,Aurora
2017,Dexys
2017,This Is The Kit
2017,The Mary Wallopers
2017,Barry Can't Swim
2017,Moonchild Sanelly
2017,Lynks
2017,Peggy Gou
2017,Orbital
2017,The Breeders
2017,Lankum
2017,Arooj Aftab
2017,Otoboke Beaver
2017,Bar Italia
2017,Kara Jackson
2017,Johnny Flynn
2017,London Grammar
2017,Ghetts
2017,Mount Kimbie
2017,Baxter Dury
2017,Mdou Moctar
2017,Psychedelic Porn Crumpets
2017,Lime Garden
2017,Problem Patterns
2017,The 1975
2017,Biffy Clyro
2017,Alanis Morissette
2017,Lewis Capaldi(billed as TBA)
2017,Burning Spear
2017,CMAT
2017,Supergrass
2017,Neil Young and the Chrome Hearts
2017,Raye
2017,"Pulp(billed as ""Patchwork"")"
2017,John Fogerty
2017,The Script
2017,Brandi Carlile
2017,Kaiser Chiefs
2017,Olivia Rodrigo
2017,Noah Kahan
2017,Nile Rodgers&Chic
2017,Rod Stewart
2017,The Libertines
2017,Celeste
2017,The Selecter
2017,Loyle Carner
2017,Busta Rhymes
2017,Gracie Abrams
2017,Franz Ferdinand
2017,Wet Leg
2017,Inhaler
2017,Rizzle Kicks
2017,Fabio&Grooveriderand the Outlook Orchestra
2017,Charli XCX
2017,Skepta(replacingDeftoneswho cancelled last minute due to illness[34])
2017,Ezra Collective
2017,Amyl & The Sniffers
2017,Weezer
2017,Beabadoobee
2017,Good Neighbours
2017,Alessi Rose
2017,The Prodigy
2017,Wolf Alice
2017,Snow Patrol
2017,Turnstile
2017,Joy Crookes
2017,Shaboozey
2017,Nadine Shah
2017,Louis Dunford
2017,Maribou State
2017,Badbadnotgood
2017,Denzel Curry
2017,En Vogue
2017,Vieux Farka Toure
2017,Glass Beams
2017,Ca7riel & Paco Amoroso
2017,corto.alto
2017,Doechii
2017,Amaarae
2017,Greentea Peng
2017,Yussef Dayes
2017,Kneecap
2017,Bob Vylan
2017,Nilüfer Yanya
2017,Infinity Song
2017,Overmono
2017,Parcels
2017,The Brian Jonestown Massacre
2017,GOAT
2017,Black Uhuru
2017,Cymande
2017,Abel Selaocoeand the Bantu Ensemble
2017,Thandii
2017,Four Tet
2017,Floating Points
2017,PinkPantheress
2017,Blossoms
2017,Lola Young
2017,Shed Seven
2017,Fat Dog
2017,Myles Smith
2017,Lorde(billed as TBA)
2017,Scissor Sisters
2017,Tom Odell
2017,Father John Misty
2017,TV On The Radio
2017,Nova Twins
2017,JADE
2017,Fcukers
2017,Sorry
2017,The Amazons
2017,Jorja Smith
2017,AJ Tracey
2017,St. Vincent
2017,"Black Country, New Road"
2017,Djo
2017,Sprints
2017,Gurriers
2017,Westside Cowboy (ETC Competition Winner)
2017,Anohni and the Johnsons
2017,Self Esteem
2017,Wunderhorse
2017,Osees
2017,English Teacher
2017,Faye Webster
2017,Jalen Ngonda
2017,John Glacier
2017,Horsegirl
2017,Caribou
2017,Beth Gibbons
2017,Haim(billed as TBA)
2017,Gary Numan
2017,Pa Salieu
2017,Lucy Dacus
2017,Japanese Breakfast
2017,Ichiko Aoba
2017,Yann Tiersen
2017,The Maccabees
2017,Future Islands
2017,Kae Tempest
2017,Girl In Red
2017,Royel Otis
2017,Katy J Pearson
2017,Geordie Greep
2017,Melin Melyn
2017,Glastonbury 2008 previewat UKEvents.net
2017,eFestivals.com Glastonbury 2008 lineup rumours
2017,The Archive: a history of UK rock festivals
2019,Stormzy[A]
2019,George Ezra
2019,Lauryn Hill
2019,Bastille[B]
2019,Sheryl Crow
2019,Tom Odell
2019,Björn Again
2019,The Killers[C]
2019,Liam Gallagher
2019,Janet Jackson
2019,Hozier
2019,Anne-Marie
2019,Carrie Underwood
2019,The Proclaimers
2019,The Cure
2019,Vampire Weekend
2019,Miley Cyrus[E]
2019,Kylie Minogue[D]
2019,Years & Years
2019,Mavis Staples
2019,Tame Impala
2019,Two Door Cinema Club
2019,The Charlatans
2019,The Lumineers
2019,Mac Demarco
2019,The Wombats
2019,MØ
2019,The Vaccines
2019,The Chemical Brothers
2019,Courteeners
2019,Sigrid
2019,Johnny Marr
2019,Lewis Capaldi
2019,Maggie Rogers
2019,Fantastic Negrito
2019,The Cat Empire
2019,Christine and the Queens
2019,Dave
2019,Billie Eilish
2019,Loyle Carner
2019,Bring Me the Horizon
2019,Babymetal
2019,Slaves
2019,Circa Waves
2019,SK Shlomo
2019,Jon Hopkins
2019,Jorja Smith
2019,Maribou State
2019,The Comet Is Coming
2019,BCUC
2019,Swindle
2019,Acid Mothers Temple
2019,The Mauskovic Dance Band
2019,Wu-Tang Clan
2019,Jungle
2019,Neneh Cherry
2019,Lizzo
2019,Slowthai
2019,Ezra Collective
2019,Grupo Magnetico
2019,The Turbans (music group)
2019,Janelle Monáe
2019,Kamasi Washington
2019,Roy Ayers
2019,Fatoumata Diawara
2019,This Is the Kit
2019,Jeff Goldblum
2019,Hollie Cook
2019,KOKOROKO
2019,Interpol
2019,Pale Waves
2019,Aurora
2019,Rosalía
2019,Pond
2019,Goat Girl
2019,Mahalia
2019,Pip Blom
2019,Sean Paul
2019,Bugzy Malone
2019,Sharon Van Etten
2019,Low
2019,Freya Ridings
2019,Shura
2019,Gerry Cinnamon
2019,She Drew the Gun
2019,Swimming Girls
2019,The Streets
2019,Friendly Fires
2019,Stefflon Don
2019,Tom Walker
2019,Dermot Kennedy
2019,Octavian
2019,Alma
2019,Eyre Llew
2019,Cat Power
2019,Michael Kiwanuka
2019,Idles
2019,SOAK
2019,King Princess
2019,Lukas Nelson & Promise of the Real
2019,Georgia
2019,Steam Down
2019,Lankum
2019,Hot Chip
2019,Kae Tempest
2019,Kurt Vileand theViolators
2019,Foals(Originally billed as TBA)
2019,Sons of Kemet
2019,Love Unlimited Orchestra
2019,Mattiel
2019,Ama Lou
2019,Vampire Weekend(Originally billed as TBA)
2019,Rex Orange County
2019,Little Simz
2019,"The Good, the Bad & the Queen"
2019,Fat White Family
2019,Palace
2019,Koffee
2019,Jessie Buckley
2019,Black Peaches
2019,"Glastonbury in the 90s, narrated bySkinfromSkunk Anansie"
2019,Radiohead(1997)
2019,R.E.M.(1999)
2019,Glastonbury in the 21st Century – performances since 2000
2019,Kylie Minogue(2019)
2019,Arctic Monkeys(2013)
2019,"Glastonbury Legends – includingPaul McCartney,Paul Simon,Kylie Minogue, andMadness"
2019,Live at Worthy Farm: Backstage – narrated byJo Whiley
2019,"Live at Worthy Farm – highlights from the 2021 live-stream includingColdplay,HAIM, andDamon Albarn"
2019,Al Green(1999)
2019,"Best of Glastonbury 1998 – includingPrimal Scream,James,Foo Fighters,The Lightning Seeds,Blur,Robbie Williams"
2019,"Best of Glastonbury 1999 – including R.E.M.,The Beautiful South,Blondie, andBarenaked Ladies"
2019,"Best of Glastonbury 2003 – includingManic Street Preachers, R.E.M.,Radiohead,Macy Gray, and theSugababes"
2019,Iggy PopandThe Stooges(2007)
2019,"Glastonbury 2017 – includingRadiohead,Foo Fighters, andEd Sheeran; hosted byJo WhileyandMark Radcliffe"
2019,Fela Kuti(1984)
2019,Billie Eilish
2019,Sam Fender
2019,Robert Plant&Alison Krauss
2019,Wolf Alice
2019,Crowded House
2019,Rufus Wainwright
2019,Ziggy Marley
2019,Paul McCartney
2019,Noel Gallagher's High Flying Birds
2019,Haim
2019,Greta Thunberg
2019,AJ Tracey
2019,Easy Life
2019,Joy Crookes
2019,Les Amazones D'Afrique
2019,Kendrick Lamar
2019,Lorde
2019,Elbow
2019,Diana Ross
2019,Herbie Hancock
2019,Dakhabrakha
2019,Black Dyke Band
2019,Foals
2019,St. Vincent
2019,Idles
2019,Supergrass
2019,First Aid Kit
2019,Blossoms
2019,Kae Tempest
2019,The Libertines
2019,Megan Thee Stallion
2019,Burna Boy
2019,Olivia Rodrigo
2019,Glass Animals
2019,Metronomy
2019,Skunk Ananise
2019,Tems
2019,Hak Baker
2019,Pet Shop Boys
2019,Years & Years
2019,Kacey Musgraves
2019,Fontaines DC
2019,Declan McKenna
2019,Lianne La Havas
2019,Sea Girls
2019,Kojey Radical
2019,Little Simz
2019,Bonobo
2019,Seun Kuti& Egypt 80
2019,TLC
2019,Sleaford Mods
2019,Greentea Peng
2019,Arooj Aftab
2019,Nubiyan Twist
2019,Roisin Murphy
2019,Caribou
2019,Leon Bridges
2019,Celeste
2019,Yves Tumor
2019,Black Midi
2019,Brass Against
2019,Kikagaku Moyo
2019,Bicep
2019,Angelique Kidjo
2019,Koffee
2019,Snarky Puppy
2019,Nubya Garcia
2019,Nightmares On Wax
2019,Emma-Jean Thackray
2019,Ishmael Ensemble
2019,Primal Scream
2019,The Jesus and Mary Chain
2019,Phoebe Bridgers
2019,Sigrid
2019,Girl In Red
2019,Inhaler
2019,Griff
2019,Bad Boy Chiller Crew
2019,English Teacher
2019,Jamie T
2019,Yungblud
2019,Ghetts
2019,Pa Salieu
2019,Beabadoobee
2019,Self Esteem
2019,Holly Humberstone
2019,Enny
2019,Go_A
2019,Charli XCX
2019,Little Dragon
2019,Turnstile
2019,Amyl and the Sniffers
2019,Clairo
2019,George Ezra(billed as TBA)
2019,Sports Team
2019,Just Mustard
2019,Four Tet
2019,Khruangbin
2019,Saint Etienne
2019,Arlo Parks
2019,Dry Cleaning
2019,Confidence Man
2019,Wet Leg
2019,Orlando Weeks
2019,Matilda Mann
2019,Jessie Ware
2019,Mitski
2019,The Avalanches
2019,Big Thief
2019,Squid
2019,Sampa The Great
2019,Gabriels
2019,Katy J Pearson
2019,Yasmin Williams
2019,Courtney Barnett
2019,Jarv Is...
2019,Jack White(billed as TBA)
2019,Caroline Polachek
2019,Cate Le Bon
2019,Warmduscher
2019,Big Joanie
2019,Deep Throat Choir
2019,Arctic Monkeys
2019,Royal Blood
2019,"Foo Fighters(billed as ""The Churnups"")[30]"
2019,Texas
2019,Stefflon Don
2019,Maisie Peters
2019,The Master Musicians of Joujouka
2019,Guns N' Roses
2019,Lizzo
2019,Lewis Capaldi
2019,Aitch
2019,Amadou & Mariam
2019,Raye
2019,Rick Astley
2019,Elton John
2019,Lil Nas X
2019,Blondie
2019,Yusuf / Cat Stevens
2019,The Chicks
2019,Sophie Ellis-Bextor
2019,Bristol Reggae Orchestra andWindrush Choir[31]
2019,Wizkid
2019,Fred Again..
2019,Chvrches
2019,Krept and Konan
2019,Carly Rae Jepsen
2019,The Lightning Seeds
2019,The Hives
2019,Ben Howard
2019,Lana Del Rey
2019,Central Cee
2019,Manic Street Preachers
2019,Maggie Rogers
2019,Generation Sex
2019,Tom Grennan
2019,The Lathums
2019,The Unthanks
2019,Queens of the Stone Age
2019,The War on Drugs
2019,Becky Hill
2019,Dermot Kennedy
2019,The Teskey Brothers
2019,Nova Twins
2019,Japanese Breakfast
2019,The Joy
2019,Kelis
2019,Young Fathers
2019,Joey Bada$$
2019,Gabriels
2019,Louis Cole
2019,ADG7
2019,Yaya Bey
2019,Star Feminine Band
2019,Loyle Carner
2019,Mahalia
2019,Ezra Collective
2019,Jacob Collier
2019,Third World
2019,Sudan Archives
2019,Kanda Bongo Man
2019,Say She She
2019,Rudimental
2019,Candi Staton
2019,Barrington Levy
2019,The Hu
2019,Speakers Corner Quartet
2019,"Black Country, New Road"
2019,Beth Orton
2019,Skinny Pelembe
2019,Hot Chip
2019,Warpaint
2019,Hozier(billed as TBA)
2019,Courteeners
2019,Pale Waves
2019,Digga D
2019,Flo
2019,Bru-C
2019,The Sixsters
2019,Christine & The Queens
2019,Rina Sawayama
2019,Maneskin
2019,Rick Astley&BlossomsperformThe Smiths(billed as TBA)
2019,Shame
2019,The Murder Capital
2019,Working Men's Club
2019,Wunderhorse
2019,The Last Dinner Party
2019,Phoenix
2019,Caroline Polachek
2019,Editors
2019,Slowdive
2019,Cat Burns
2019,The Big Moon
2019,CMAT
2019,The Love Buzz
2019,Fever Ray
2019,Sparks
2019,Shygirl
2019,The Comet Is Coming
2019,Unknown Mortal Orchestra
2019,Billy Nomates
2019,Los Bitchos
2019,Alabaster DePlume
2019,Adwaith
2019,Fatboy Slim
2019,Leftfield
2019,The Pretenders
2019,Tinariwen
2019,Obongjayar
2019,Jockstrap
2019,Flohio
2019,James Ellis Ford
2019,Max Richter
2019,alt-J
2019,Thundercat
2019,Alison Goldfrapp
2019,Viagra Boys
2019,Weyes Blood
2019,Charlotte Adigery&Bolis Pupul
2019,Gwenno
2019,John Francis Flynn
2019,Dua Lipa
2019,LCD Soundsystem
2019,PJ Harvey
2019,Paul Heaton
2019,Seventeen
2019,Olivia Dean
2019,Squeeze
2019,Coldplay
2019,Little Simz
2019,Michael Kiwanuka
2019,Keane
2019,Cyndi Lauper
2019,Ayra Starr
2019,Femi Kuti
2019,SZA
2019,Burna Boy
2019,Janelle Monae
2019,Shania Twain
2019,Paloma Faith
2019,Seasick Steve
2019,Interlinked byBirmingham Royal Ballet
2019,Idles
2019,D-Block Europe
2019,Anne Marie
2019,Bombay Bicycle Club
2019,Confidence Man
2019,Headie One
2019,The Snuts
2019,Annie Mac
2019,Disclosure
2019,The Streets
2019,Camilla Cabello
2019,Bloc Party
2019,The Last Dinner Party
2019,Tems
2019,The Staves
2019,Jamie Webster
2019,The National
2019,Two Door Cinema Club
2019,Avril Lavigne
2019,Nothing But Thieves
2019,James
2019,Soft Play
2019,Rachel Chinouriri
2019,The Zutons
2019,Jungle
2019,Heilung
2019,Danny Brown
2019,Sugababes
2019,Noname
2019,Squid
2019,Asha Puthli
2019,Sofia Kourtesis
2019,Jessie Ware
2019,Masego
2019,Black Pumas
2019,Nitin Sawhney
2019,Corrine Bailey Rae
2019,Alogte Oho & His Sounds of Joy
2019,The Skatalites
2019,47SOUL
2019,Justice
2019,Nia Archives
2019,Brittany Howard
2019,Jordan Rakei
2019,Steel Pulse
2019,Balming Tiger
2019,Jalen Ngonda
2019,Matthew Halsall
2019,Jamie XX
2019,Sampha
2019,Declan McKenna
2019,Arlo Parks
2019,The Vaccines
2019,Kenya Grace
2019,Remi Wolf
2019,Lambrini Girls
2019,Voice of Braceprot
2019,Gossip
2019,Sleaford Mods
2019,Yard Act
2019,Kasabian(billed as TBA)
2019,Fat White Family
2019,Soccer Mommy
2019,Mannequin Pussy
2019,High Vis
2019,Kneecap
2019,James Blake
2019,Romy
2019,Kim Gordon
2019,Alvvays
2019,Blondshell
2019,NewDad
2019,The K's
2019,Jayhadadream (ETC Competition Winner)
2019,Fontaines D.C.
2019,King Krule
2019,Aurora
2019,Dexys
2019,This Is The Kit
2019,The Mary Wallopers
2019,Barry Can't Swim
2019,Moonchild Sanelly
2019,Lynks
2019,Peggy Gou
2019,Orbital
2019,The Breeders
2019,Lankum
2019,Arooj Aftab
2019,Otoboke Beaver
2019,Bar Italia
2019,Kara Jackson
2019,Johnny Flynn
2019,London Grammar
2019,Ghetts
2019,Mount Kimbie
2019,Baxter Dury
2019,Mdou Moctar
2019,Psychedelic Porn Crumpets
2019,Lime Garden
2019,Problem Patterns
2019,The 1975
2019,Biffy Clyro
2019,Alanis Morissette
2019,Lewis Capaldi(billed as TBA)
2019,Burning Spear
2019,CMAT
2019,Supergrass
2019,Neil Young and the Chrome Hearts
2019,Raye
2019,"Pulp(billed as ""Patchwork"")"
2019,John Fogerty
2019,The Script
2019,Brandi Carlile
2019,Kaiser Chiefs
2019,Olivia Rodrigo
2019,Noah Kahan
2019,Nile Rodgers&Chic
2019,Rod Stewart
2019,The Libertines
2019,Celeste
2019,The Selecter
2019,Loyle Carner
2019,Busta Rhymes
2019,Gracie Abrams
2019,Franz Ferdinand
2019,Wet Leg
2019,Inhaler
2019,Rizzle Kicks
2019,Fabio&Grooveriderand the Outlook Orchestra
2019,Charli XCX
2019,Skepta(replacingDeftoneswho cancelled last minute due to illness[34])
2019,Ezra Collective
2019,Amyl & The Sniffers
2019,Weezer
2019,Beabadoobee
2019,Good Neighbours
2019,Alessi Rose
2019,The Prodigy
2019,Wolf Alice
2019,Snow Patrol
2019,Turnstile
2019,Joy Crookes
2019,Shaboozey
2019,Nadine Shah
2019,Louis Dunford
2019,Maribou State
2019,Badbadnotgood
2019,Denzel Curry
2019,En Vogue
2019,Vieux Farka Toure
2019,Glass Beams
2019,Ca7riel & Paco Amoroso
2019,corto.alto
2019,Doechii
2019,Amaarae
2019,Greentea Peng
2019,Yussef Dayes
2019,Kneecap
2019,Bob Vylan
2019,Nilüfer Yanya
2019,Infinity Song
2019,Overmono
2019,Parcels
2019,The Brian Jonestown Massacre
2019,GOAT
2019,Black Uhuru
2019,Cymande
2019,Abel Selaocoeand the Bantu Ensemble
2019,Thandii
2019,Four Tet
2019,Floating Points
2019,PinkPantheress
2019,Blossoms
2019,Lola Young
2019,Shed Seven
2019,Fat Dog
2019,Myles Smith
2019,Lorde(billed as TBA)
2019,Scissor Sisters
2019,Tom Odell
2019,Father John Misty
2019,TV On The Radio
2019,Nova Twins
2019,JADE
2019,Fcukers
2019,Sorry
2019,The Amazons
2019,Jorja Smith
2019,AJ Tracey
2019,St. Vincent
2019,"Black Country, New Road"
2019,Djo
2019,Sprints
2019,Gurriers
2019,Westside Cowboy (ETC Competition Winner)
2019,Anohni and the Johnsons
2019,Self Esteem
2019,Wunderhorse
2019,Osees
2019,English Teacher
2019,Faye Webster
2019,Jalen Ngonda
2019,John Glacier
2019,Horsegirl
2019,Caribou
2019,Beth Gibbons
2019,Haim(billed as TBA)
2019,Gary Numan
2019,Pa Salieu
2019,Lucy Dacus
2019,Japanese Breakfast
2019,Ichiko Aoba
2019,Yann Tiersen
2019,The Maccabees
2019,Future Islands
2019,Kae Tempest
2019,Girl In Red
2019,Royel Otis
2019,Katy J Pearson
2019,Geordie Greep
2019,Melin Melyn
2019,Glastonbury 2008 previewat UKEvents.net
2019,eFestivals.com Glastonbury 2008 lineup rumours
2019,The Archive: a history of UK rock festivals
2022,Billie Eilish
2022,Sam Fender
2022,Robert Plant&Alison Krauss
2022,Wolf Alice
2022,Crowded House
2022,Rufus Wainwright
2022,Ziggy Marley
2022,Paul McCartney
2022,Noel Gallagher's High Flying Birds
2022,Haim
2022,Greta Thunberg
2022,AJ Tracey
2022,Easy Life
2022,Joy Crookes
2022,Les Amazones D'Afrique
2022,Kendrick Lamar
2022,Lorde
2022,Elbow
2022,Diana Ross
2022,Herbie Hancock
2022,Dakhabrakha
2022,Black Dyke Band
2022,Foals
2022,St. Vincent
2022,Idles
2022,Supergrass
2022,First Aid Kit
2022,Blossoms
2022,Kae Tempest
2022,The Libertines
2022,Megan Thee Stallion
2022,Burna Boy
2022,Olivia Rodrigo
2022,Glass Animals
2022,Metronomy
2022,Skunk Ananise
2022,Tems
2022,Hak Baker
2022,Pet Shop Boys
2022,Years & Years
2022,Kacey Musgraves
2022,Fontaines DC
2022,Declan McKenna
2022,Lianne La Havas
2022,Sea Girls
2022,Kojey Radical
2022,Little Simz
2022,Bonobo
2022,Seun Kuti& Egypt 80
2022,TLC
2022,Sleaford Mods
2022,Greentea Peng
2022,Arooj Aftab
2022,Nubiyan Twist
2022,Roisin Murphy
2022,Caribou
2022,Leon Bridges
2022,Celeste
2022,Yves Tumor
2022,Black Midi
2022,Brass Against
2022,Kikagaku Moyo
2022,Bicep
2022,Angelique Kidjo
2022,Koffee
2022,Snarky Puppy
2022,Nubya Garcia
2022,Nightmares On Wax
2022,Emma-Jean Thackray
2022,Ishmael Ensemble
2022,Primal Scream
2022,The Jesus and Mary Chain
2022,Phoebe Bridgers
2022,Sigrid
2022,Girl In Red
2022,Inhaler
2022,Griff
2022,Bad Boy Chiller Crew
2022,English Teacher
2022,Jamie T
2022,Yungblud
2022,Ghetts
2022,Pa Salieu
2022,Beabadoobee
2022,Self Esteem
2022,Holly Humberstone
2022,Enny
2022,Go_A
2022,Charli XCX
2022,Little Dragon
2022,Turnstile
2022,Amyl and the Sniffers
2022,Clairo
2022,George Ezra(billed as TBA)
2022,Sports Team
2022,Just Mustard
2022,Four Tet
2022,Khruangbin
2022,Saint Etienne
2022,Arlo Parks
2022,Dry Cleaning
2022,Confidence Man
2022,Wet Leg
2022,Orlando Weeks
2022,Matilda Mann
2022,Jessie Ware
2022,Mitski
2022,The Avalanches
2022,Big Thief
2022,Squid
2022,Sampa The Great
2022,Gabriels
2022,Katy J Pearson
2022,Yasmin Williams
2022,Courtney Barnett
2022,Jarv Is...
2022,Jack White(billed as TBA)
2022,Caroline Polachek
2022,Cate Le Bon
2022,Warmduscher
2022,Big Joanie
2022,Deep Throat Choir
2022,Arctic Monkeys
2022,Royal Blood
2022,"Foo Fighters(billed as ""The Churnups"")[30]"
2022,Texas
2022,Stefflon Don
2022,Maisie Peters
2022,The Master Musicians of Joujouka
2022,Guns N' Roses
2022,Lizzo
2022,Lewis Capaldi
2022,Aitch
2022,Amadou & Mariam
2022,Raye
2022,Rick Astley
2022,Elton John
2022,Lil Nas X
2022,Blondie
2022,Yusuf / Cat Stevens
2022,The Chicks
2022,Sophie Ellis-Bextor
2022,Bristol Reggae Orchestra andWindrush Choir[31]
2022,Wizkid
2022,Fred Again..
2022,Chvrches
2022,Krept and Konan
2022,Carly Rae Jepsen
2022,The Lightning Seeds
2022,The Hives
2022,Ben Howard
2022,Lana Del Rey
2022,Central Cee
2022,Manic Street Preachers
2022,Maggie Rogers
2022,Generation Sex
2022,Tom Grennan
2022,The Lathums
2022,The Unthanks
2022,Queens of the Stone Age
2022,The War on Drugs
2022,Becky Hill
2022,Dermot Kennedy
2022,The Teskey Brothers
2022,Nova Twins
2022,Japanese Breakfast
2022,The Joy
2022,Kelis
2022,Young Fathers
2022,Joey Bada$$
2022,Gabriels
2022,Louis Cole
2022,ADG7
2022,Yaya Bey
2022,Star Feminine Band
2022,Loyle Carner
2022,Mahalia
2022,Ezra Collective
2022,Jacob Collier
2022,Third World
2022,Sudan Archives
2022,Kanda Bongo Man
2022,Say She She
2022,Rudimental
2022,Candi Staton
2022,Barrington Levy
2022,The Hu
2022,Speakers Corner Quartet
2022,"Black Country, New Road"
2022,Beth Orton
2022,Skinny Pelembe
2022,Hot Chip
2022,Warpaint
2022,Hozier(billed as TBA)
2022,Courteeners
2022,Pale Waves
2022,Digga D
2022,Flo
2022,Bru-C
2022,The Sixsters
2022,Christine & The Queens
2022,Rina Sawayama
2022,Maneskin
2022,Rick Astley&BlossomsperformThe Smiths(billed as TBA)
2022,Shame
2022,The Murder Capital
2022,Working Men's Club
2022,Wunderhorse
2022,The Last Dinner Party
2022,Phoenix
2022,Caroline Polachek
2022,Editors
2022,Slowdive
2022,Cat Burns
2022,The Big Moon
2022,CMAT
2022,The Love Buzz
2022,Fever Ray
2022,Sparks
2022,Shygirl
2022,The Comet Is Coming
2022,Unknown Mortal Orchestra
2022,Billy Nomates
2022,Los Bitchos
2022,Alabaster DePlume
2022,Adwaith
2022,Fatboy Slim
2022,Leftfield
2022,The Pretenders
2022,Tinariwen
2022,Obongjayar
2022,Jockstrap
2022,Flohio
2022,James Ellis Ford
2022,Max Richter
2022,alt-J
2022,Thundercat
2022,Alison Goldfrapp
2022,Viagra Boys
2022,Weyes Blood
2022,Charlotte Adigery&Bolis Pupul
2022,Gwenno
2022,John Francis Flynn
2022,Dua Lipa
2022,LCD Soundsystem
2022,PJ Harvey
2022,Paul Heaton
2022,Seventeen
2022,Olivia Dean
2022,Squeeze
2022,Coldplay
2022,Little Simz
2022,Michael Kiwanuka
2022,Keane
2022,Cyndi Lauper
2022,Ayra Starr
2022,Femi Kuti
2022,SZA
2022,Burna Boy
2022,Janelle Monae
2022,Shania Twain
2022,Paloma Faith
2022,Seasick Steve
2022,Interlinked byBirmingham Royal Ballet
2022,Idles
2022,D-Block Europe
2022,Anne Marie
2022,Bombay Bicycle Club
2022,Confidence Man
2022,Headie One
2022,The Snuts
2022,Annie Mac
2022,Disclosure
2022,The Streets
2022,Camilla Cabello
2022,Bloc Party
2022,The Last Dinner Party
2022,Tems
2022,The Staves
2022,Jamie Webster
2022,The National
2022,Two Door Cinema Club
2022,Avril Lavigne
2022,Nothing But Thieves
2022,James
2022,Soft Play
2022,Rachel Chinouriri
2022,The Zutons
2022,Jungle
2022,Heilung
2022,Danny Brown
2022,Sugababes
2022,Noname
2022,Squid
2022,Asha Puthli
2022,Sofia Kourtesis
2022,Jessie Ware
2022,Masego
2022,Black Pumas
2022,Nitin Sawhney
2022,Corrine Bailey Rae
2022,Alogte Oho & His Sounds of Joy
2022,The Skatalites
2022,47SOUL
2022,Justice
2022,Nia Archives
2022,Brittany Howard
2022,Jordan Rakei
2022,Steel Pulse
2022,Balming Tiger
2022,Jalen Ngonda
2022,Matthew Halsall
2022,Jamie XX
2022,Sampha
2022,Declan McKenna
2022,Arlo Parks
2022,The Vaccines
2022,Kenya Grace
2022,Remi Wolf
2022,Lambrini Girls
2022,Voice of Braceprot
2022,Gossip
2022,Sleaford Mods
2022,Yard Act
2022,Kasabian(billed as TBA)
2022,Fat White Family
2022,Soccer Mommy
2022,Mannequin Pussy
2022,High Vis
2022,Kneecap
2022,James Blake
2022,Romy
2022,Kim Gordon
2022,Alvvays
2022,Blondshell
2022,NewDad
2022,The K's
2022,Jayhadadream (ETC Competition Winner)
2022,Fontaines D.C.
2022,King Krule
2022,Aurora
2022,Dexys
2022,This Is The Kit
2022,The Mary Wallopers
2022,Barry Can't Swim
2022,Moonchild Sanelly
2022,Lynks
2022,Peggy Gou
2022,Orbital
2022,The Breeders
2022,Lankum
2022,Arooj Aftab
2022,Otoboke Beaver
2022,Bar Italia
